id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
67,Bose K 816,"High-fidelity audio experience with advanced driver technology. Features premium sound quality, wireless connectivity, quick charge, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"50mm drivers, 50h battery life","premium sound quality, wireless connectivity, quick charge, comfortable fit",432.58,USD,4.7,1449,Out of Stock,Blue,24,2024-02-22,"wireless connectivity, quick charge, premium sound quality, headphones, comfortable fit"
68,Nokia Mini 13,"Flagship smartphone with cutting-edge technology and premium design. Features high refresh rate, wireless charging, OLED display, fast charging, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"256GB storage, 12GB RAM","high refresh rate, wireless charging, OLED display, fast charging, 5G connectivity",1328.95,USD,4.3,1969,Limited Stock,Rose Gold,12,2024-02-03,"fast charging, smartphones, Nokia, wireless charging, high refresh rate"
69,Alienware ROG 13,"Powerful laptop designed for professional work and creative tasks. Features dedicated graphics, long battery life, premium build quality, high resolution display, fast processor, fast charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"32GB RAM, 1024GB SSD, Intel processor","dedicated graphics, long battery life, premium build quality, high resolution display, fast processor, fast charging",3283.94,USD,4.4,374,Out of Stock,Black,12,2024-01-28,"Alienware, laptops, high resolution display, long battery life, fast processor"
70,Nokia Ultra 14,"Premium mobile phone with professional-grade camera and fast performance. Features premium build, multiple cameras, fingerprint sensor, OLED display, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"128GB storage, 6GB RAM","premium build, multiple cameras, fingerprint sensor, OLED display, 5G connectivity",606.56,USD,3.7,1554,In Stock,White,12,2024-10-23,"Nokia, multiple cameras, premium build, OLED display, smartphones"
71,Razer Blade 13,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, long battery life, SSD storage, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"32GB RAM, 1024GB SSD, Intel processor","premium build quality, long battery life, SSD storage, fast processor",3034.6,USD,4.7,766,Out of Stock,Rose Gold,12,2025-07-03,"laptops, Razer, fast processor, SSD storage, long battery life"
72,Razer MacBook 15,"High-performance notebook with advanced features and sleek design. Features dedicated graphics, fast charging, touchscreen, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"32GB RAM, 1024GB SSD, AMD processor","dedicated graphics, fast charging, touchscreen, high resolution display",2535.41,USD,4.1,983,Out of Stock,Red,36,2024-01-06,"touchscreen, fast charging, laptops, dedicated graphics, Razer"
73,Samsung Lite 11,"Premium mobile phone with professional-grade camera and fast performance. Features premium build, 5G connectivity, wireless charging, fingerprint sensor, fast charging, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Samsung,"1024GB storage, 8GB RAM","premium build, 5G connectivity, wireless charging, fingerprint sensor, fast charging, multiple cameras",4328.81,USD,3.9,709,In Stock,Silver,36,2023-08-30,"5G connectivity, multiple cameras, fast charging, smartphones, fingerprint sensor"
74,Huawei Standard 14 Ultra,"Premium mobile phone with professional-grade camera and fast performance. Features wireless charging, multiple cameras, water resistant, fast charging, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"128GB storage, 12GB RAM","wireless charging, multiple cameras, water resistant, fast charging, OLED display",885.65,USD,4.8,964,Out of Stock,Silver,36,2024-10-25,"water resistant, OLED display, fast charging, Huawei, smartphones"
75,Razer ZenBook 17,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, dedicated graphics, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Razer,"8GB RAM, 1024GB SSD, AMD processor","premium build quality, dedicated graphics, fast processor",1479.5,USD,4.3,84,Limited Stock,Red,24,2025-03-11,"Razer, premium build quality, fast processor, dedicated graphics, laptops"
76,Apple Note 12,"Premium mobile phone with professional-grade camera and fast performance. Features wireless charging, face recognition, 5G connectivity, premium build, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"512GB storage, 6GB RAM","wireless charging, face recognition, 5G connectivity, premium build, multiple cameras",1807.34,USD,3.9,1914,Limited Stock,Gray,36,2024-06-30,"wireless charging, 5G connectivity, smartphones, Apple, premium build"
77,Sennheiser HD 440,"Noise-cancelling headphones perfect for travel and focused listening. Features quick charge, comfortable fit, multipoint connection, noise cancellation, wireless connectivity, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sennheiser,"50mm drivers, 50h battery life","quick charge, comfortable fit, multipoint connection, noise cancellation, wireless connectivity, long battery life",413.46,USD,4.0,805,In Stock,Blue,36,2024-04-03,"headphones, multipoint connection, long battery life, Sennheiser, comfortable fit"
78,Apple DT 118,"Professional-grade headphones for audiophiles and content creators. Features multipoint connection, voice assistant, touch controls. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 50h battery life","multipoint connection, voice assistant, touch controls",173.67,USD,4.1,624,Out of Stock,Blue,24,2024-08-15,"headphones, multipoint connection, Apple, touch controls, voice assistant"
79,Motorola Max 11,"Advanced mobile device featuring latest processor and camera system. Features multiple cameras, water resistant, premium build, fast charging, face recognition, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"1024GB storage, 12GB RAM","multiple cameras, water resistant, premium build, fast charging, face recognition, OLED display",4426.87,USD,4.3,1673,Out of Stock,White,36,2025-08-10,"multiple cameras, OLED display, Motorola, face recognition, premium build"
80,Acer Blade 16,"Powerful laptop designed for professional work and creative tasks. Features fast charging, dedicated graphics, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"32GB RAM, 256GB SSD, Intel processor","fast charging, dedicated graphics, long battery life",2549.74,USD,4.0,1008,Out of Stock,Black,36,2025-01-07,"Acer, long battery life, laptops, dedicated graphics, fast charging"
81,Audio-Technica K 221,"Noise-cancelling headphones perfect for travel and focused listening. Features quick charge, long battery life, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"53mm drivers, 40h battery life","quick charge, long battery life, foldable design",373.85,USD,4.0,1907,Limited Stock,Red,24,2025-07-31,"headphones, quick charge, Audio-Technica, foldable design, long battery life"
82,ASUS Blade 14,"Premium portable computer with exceptional performance and build quality. Features dedicated graphics, backlit keyboard, fast processor, lightweight design, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"32GB RAM, 512GB SSD, AMD processor","dedicated graphics, backlit keyboard, fast processor, lightweight design, premium build quality",2870.62,USD,4.3,1503,In Stock,Black,24,2024-03-30,"lightweight design, backlit keyboard, premium build quality, dedicated graphics, ASUS"
83,Beyerdynamic WH 649,"High-fidelity audio experience with advanced driver technology. Features quick charge, foldable design, wireless connectivity, voice assistant, comfortable fit, multipoint connection. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"45mm drivers, 20h battery life","quick charge, foldable design, wireless connectivity, voice assistant, comfortable fit, multipoint connection",282.78,USD,3.8,925,Out of Stock,Rose Gold,24,2024-12-12,"voice assistant, quick charge, headphones, foldable design, Beyerdynamic"
84,Acer MacBook 15,"Premium portable computer with exceptional performance and build quality. Features dedicated graphics, premium build quality, backlit keyboard, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"8GB RAM, 256GB SSD, Apple processor","dedicated graphics, premium build quality, backlit keyboard, fast processor",1210.27,USD,3.5,628,Limited Stock,Blue,36,2024-04-23,"laptops, fast processor, Acer, dedicated graphics, premium build quality"
85,Shure DT 646,"High-fidelity audio experience with advanced driver technology. Features multipoint connection, comfortable fit, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"53mm drivers, 50h battery life","multipoint connection, comfortable fit, voice assistant",337.99,USD,4.1,1261,Out of Stock,Red,24,2024-12-31,"Shure, headphones, multipoint connection, comfortable fit, voice assistant"
86,Bose DT 881,"Noise-cancelling headphones perfect for travel and focused listening. Features long battery life, voice assistant, quick charge, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"53mm drivers, 50h battery life","long battery life, voice assistant, quick charge, comfortable fit",478.81,USD,4.6,1273,In Stock,Rose Gold,36,2024-10-16,"quick charge, headphones, long battery life, comfortable fit, voice assistant"
87,Huawei Mini 14,"High-performance smartphone with exceptional battery life and display quality. Features fast charging, 5G connectivity, water resistant, OLED display, high refresh rate, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"64GB storage, 12GB RAM","fast charging, 5G connectivity, water resistant, OLED display, high refresh rate, wireless charging",505.61,USD,4.8,1041,Limited Stock,Rose Gold,12,2023-10-16,"high refresh rate, wireless charging, smartphones, fast charging, Huawei"
88,AKG HD 563,"Premium wireless headphones with superior sound quality and comfort. Features noise cancellation, touch controls, multipoint connection, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 20h battery life","noise cancellation, touch controls, multipoint connection, comfortable fit",280.92,USD,4.9,568,In Stock,Silver,12,2024-11-01,"touch controls, AKG, noise cancellation, comfortable fit, headphones"
