id,name,description,category,subcategory,item_type,brand,price,currency,sizes_available,colors_available,material,care_instructions,rating,review_count,availability,season,gender,age_group,style,tags,eco_friendly,made_in,release_date
75,Calvin Klein Urban Bags,Stylish bags with tailored fit design. Perfect for weekend outings. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,bags,Calvin Klein,95.87,USD,"12, 11, 6, 9, 10","Gray, Blue, Red, Pink",silk,delicate cycle,3.2,488,Limited Stock,Fall/Winter,Women,Kids,Trendy,"bags, Calvin Klein, Modern, fashion",False,Bangladesh,2024-08-30
76,Gap Casual Heels,Stylish heels with regular fit design. Perfect for weekend outings. Made from high-quality denim. Machine Washable.,Fashion,Shoes,heels,Gap,339.89,USD,"9, 5, 10, 6, 8","Navy, Pink, White",denim,machine washable,4.4,478,In Stock,Fall/Winter,Men,Kids,Trendy,"heels, Gap, Urban, fashion",True,Vietnam,2025-02-08
77,Ralph Lauren Urban Skirts,Stylish skirts with relaxed fit design. Perfect for casual wear. Made from high-quality cotton. Dry Clean Only.,Fashion,Clothing,skirts,Ralph Lauren,94.91,USD,"XL, XXL, L, M, XS","White, Green",linen,dry clean only,4.4,327,Limited Stock,Fall/Winter,Men,Kids,Casual,"skirts, Ralph Lauren, Modern, fashion",True,USA,2025-01-08
78,Gap Essential Jackets,Stylish jackets with relaxed fit design. Perfect for weekend outings. Made from high-quality leather. Dry Clean Only.,Fashion,Clothing,jackets,Gap,96.0,USD,"XS, S, XL, M, XXL, L","Brown, White",leather,hand wash recommended,3.4,250,Limited Stock,All Season,Women,Adult,Formal,"jackets, Gap, Signature, fashion",False,India,2024-09-20
79,Uniqlo Casual Watches,Stylish watches with oversized design. Perfect for casual wear. Made from high-quality leather. Delicate Cycle.,Fashion,Accessories,watches,Uniqlo,122.96,USD,"6, 8, 11, 5, 7","Navy, White, Black",linen,machine washable,4.1,741,Out of Stock,All Season,Women,Kids,Business,"watches, Uniqlo, Urban, fashion",True,India,2024-09-25
80,Gap Essential Loafers,Stylish loafers with tailored fit design. Perfect for business meetings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Shoes,loafers,Gap,120.02,USD,"6, 12, 11","Pink, Gray, Blue, Red, Navy",linen,hand wash recommended,4.6,301,Out of Stock,Fall/Winter,Women,Teen,Business,"loafers, Gap, Vintage, fashion",True,USA,2025-04-06
81,Zara Formal Sunglasses,Stylish sunglasses with tailored fit design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Accessories,sunglasses,Zara,267.26,USD,"9, 6, 8","Blue, Brown, Green, White",silk,dry clean only,4.8,374,Limited Stock,All Season,Men,Adult,Classic,"sunglasses, Zara, Casual, fashion",False,Turkey,2025-02-07
82,Levi's Vintage Sweaters,Stylish sweaters with regular fit design. Perfect for special events. Made from high-quality denim. Hand Wash Recommended.,Fashion,Clothing,sweaters,Levi's,220.04,USD,"XXL, M, S, L, XS","Pink, Navy",linen,hand wash recommended,3.3,1411,In Stock,Spring/Summer,Women,Kids,Business,"sweaters, Levi's, Signature, fashion",False,Bangladesh,2025-03-13
83,Levi's Modern Hats,Stylish hats with oversized design. Perfect for special events. Made from high-quality cotton. Hand Wash Recommended.,Fashion,Accessories,hats,Levi's,163.09,USD,"8, 12, 5, 11","Brown, Navy, Green, Pink, Gray",cotton,delicate cycle,3.6,1439,Out of Stock,Fall/Winter,Men,Kids,Formal,"hats, Levi's, Classic, fashion",False,Bangladesh,2025-06-12
84,Gap Formal Jewelry,Stylish jewelry with relaxed fit design. Perfect for special events. Made from high-quality wool. Dry Clean Only.,Fashion,Accessories,jewelry,Gap,351.99,USD,"8, 11, 10, 7, 12","Brown, Black",polyester,delicate cycle,4.6,671,In Stock,Fall/Winter,Men,Adult,Business,"jewelry, Gap, Essential, fashion",True,India,2025-07-19
85,Uniqlo Casual Athletic Shoes,Stylish athletic shoes with slim fit design. Perfect for casual wear. Made from high-quality wool. Machine Washable.,Fashion,Shoes,athletic shoes,Uniqlo,148.09,USD,"6, 12, 8","Red, White, Black, Green, Navy",linen,hand wash recommended,4.6,281,Limited Stock,All Season,Men,Kids,Classic,"athletic shoes, Uniqlo, Designer, fashion",True,Italy,2024-09-25
86,Uniqlo Modern Sandals,Stylish sandals with relaxed fit design. Perfect for weekend outings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Shoes,sandals,Uniqlo,154.4,USD,"7, 8, 10, 11","Gray, Brown, Black, Pink",wool,machine washable,4.2,64,Limited Stock,Spring/Summer,Unisex,Adult,Classic,"sandals, Uniqlo, Formal, fashion",True,India,2025-03-12
87,Tommy Hilfiger Casual Dresses,Stylish dresses with oversized design. Perfect for formal occasions. Made from high-quality polyester. Machine Washable.,Fashion,Clothing,dresses,Tommy Hilfiger,260.1,USD,"L, XXL, S, XL, XS","Beige, Pink, White, Red",polyester,hand wash recommended,4.8,414,In Stock,All Season,Unisex,Adult,Trendy,"dresses, Tommy Hilfiger, Premium, fashion",True,Bangladesh,2024-11-12
88,Adidas Classic Jeans,Stylish jeans with oversized design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Clothing,jeans,Adidas,118.41,USD,"M, XXL, XS, S, L","Black, Pink",synthetic blend,delicate cycle,3.7,1247,In Stock,Fall/Winter,Women,Kids,Sporty,"jeans, Adidas, Vintage, fashion",True,Vietnam,2025-08-19
89,Tommy Hilfiger Premium Jewelry,Stylish jewelry with regular fit design. Perfect for weekend outings. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Accessories,jewelry,Tommy Hilfiger,484.37,USD,"7, 8, 5, 6","Pink, Navy, White, Black, Brown",leather,delicate cycle,3.5,1234,Limited Stock,Spring/Summer,Women,Adult,Classic,"jewelry, Tommy Hilfiger, Formal, fashion",False,Turkey,2025-07-21
90,Tommy Hilfiger Premium Sunglasses,Stylish sunglasses with regular fit design. Perfect for weekend outings. Made from high-quality synthetic blend. Delicate Cycle.,Fashion,Accessories,sunglasses,Tommy Hilfiger,46.2,USD,"6, 11, 7","Beige, Brown, Gray",cotton,delicate cycle,3.1,1405,Out of Stock,Fall/Winter,Women,Kids,Formal,"sunglasses, Tommy Hilfiger, Modern, fashion",True,Bangladesh,2025-04-08
91,Adidas Vintage Heels,Stylish heels with regular fit design. Perfect for special events. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,heels,Adidas,331.56,USD,"5, 12, 9, 8, 7, 6","Gray, White",silk,dry clean only,4.6,1010,Limited Stock,Spring/Summer,Women,Adult,Trendy,"heels, Adidas, Essential, fashion",True,USA,2024-10-11
92,Adidas Signature Jewelry,Stylish jewelry with tailored fit design. Perfect for business meetings. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,jewelry,Adidas,118.31,USD,"11, 5, 10, 7, 9, 6","Blue, Navy, Brown",linen,delicate cycle,4.3,485,Limited Stock,All Season,Women,Teen,Sporty,"jewelry, Adidas, Classic, fashion",True,Italy,2025-02-01
93,Zara Casual Belts,Stylish belts with slim fit design. Perfect for casual wear. Made from high-quality silk. Hand Wash Recommended.,Fashion,Accessories,belts,Zara,186.66,USD,"9, 8, 7, 11","Pink, Gray",polyester,hand wash recommended,4.5,1108,Limited Stock,Spring/Summer,Women,Adult,Classic,"belts, Zara, Premium, fashion",False,USA,2025-04-24
94,Uniqlo Signature Bags,Stylish bags with tailored fit design. Perfect for special events. Made from high-quality denim. Delicate Cycle.,Fashion,Accessories,bags,Uniqlo,276.61,USD,"5, 6, 7","Pink, Navy, Brown, White, Black",leather,hand wash recommended,4.6,33,In Stock,Spring/Summer,Men,Kids,Sporty,"bags, Uniqlo, Essential, fashion",True,China,2024-12-08
95,Zara Classic Dresses,Stylish dresses with regular fit design. Perfect for weekend outings. Made from high-quality leather. Machine Washable.,Fashion,Clothing,dresses,Zara,164.51,USD,"XS, M, L","Green, Black",silk,dry clean only,4.5,281,In Stock,All Season,Men,Adult,Trendy,"dresses, Zara, Vintage, fashion",False,China,2025-05-26
96,Tommy Hilfiger Designer Heels,Stylish heels with regular fit design. Perfect for casual wear. Made from high-quality polyester. Machine Washable.,Fashion,Shoes,heels,Tommy Hilfiger,178.51,USD,"9, 5, 6","Navy, Beige, Green, Pink, Gray",wool,hand wash recommended,4.6,1226,Out of Stock,Spring/Summer,Men,Kids,Business,"heels, Tommy Hilfiger, Formal, fashion",True,India,2024-09-09
97,Nike Vintage Athletic Shoes,Stylish athletic shoes with regular fit design. Perfect for business meetings. Made from high-quality polyester. Dry Clean Only.,Fashion,Shoes,athletic shoes,Nike,133.8,USD,"8, 12, 6, 7, 10","Red, Pink, White",leather,dry clean only,4.6,657,Limited Stock,All Season,Unisex,Kids,Formal,"athletic shoes, Nike, Premium, fashion",False,Turkey,2024-09-25
98,Levi's Modern Sweaters,Stylish sweaters with regular fit design. Perfect for casual wear. Made from high-quality denim. Hand Wash Recommended.,Fashion,Clothing,sweaters,Levi's,25.28,USD,"L, XL, M, XS","Green, White, Black, Red, Brown",silk,machine washable,3.2,453,Out of Stock,All Season,Men,Adult,Sporty,"sweaters, Levi's, Formal, fashion",True,China,2025-08-09
99,H&M Formal Sandals,Stylish sandals with slim fit design. Perfect for business meetings. Made from high-quality cotton. Machine Washable.,Fashion,Shoes,sandals,H&M,349.17,USD,"6, 10, 7, 12, 9","Gray, Black",synthetic blend,hand wash recommended,4.5,345,In Stock,Spring/Summer,Men,Kids,Casual,"sandals, H&M, Premium, fashion",False,Turkey,2025-01-06
100,H&M Classic Belts,Stylish belts with slim fit design. Perfect for business meetings. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Accessories,belts,H&M,117.4,USD,"7, 5, 11, 9, 12","White, Gray, Black, Beige, Green",polyester,dry clean only,3.8,371,Out of Stock,All Season,Men,Adult,Sporty,"belts, H&M, Modern, fashion",True,Bangladesh,2025-05-31
101,H&M Essential Heels,Stylish heels with oversized design. Perfect for special events. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Shoes,heels,H&M,383.58,USD,"9, 11, 6, 5","Gray, Pink, Navy, Red, White",linen,dry clean only,4.2,692,In Stock,Spring/Summer,Unisex,Adult,Sporty,"heels, H&M, Signature, fashion",False,Turkey,2025-04-06
102,Gap Signature Heels,Stylish heels with tailored fit design. Perfect for casual wear. Made from high-quality denim. Delicate Cycle.,Fashion,Shoes,heels,Gap,228.36,USD,"10, 11, 7","Beige, Pink, Blue",denim,dry clean only,3.3,979,In Stock,Spring/Summer,Men,Kids,Trendy,"heels, Gap, Casual, fashion",False,Turkey,2025-03-28
103,Ralph Lauren Modern Jeans,Stylish jeans with tailored fit design. Perfect for special events. Made from high-quality cotton. Dry Clean Only.,Fashion,Clothing,jeans,Ralph Lauren,76.35,USD,"L, XXL, M, S, XL, XS","Green, Brown, White, Gray, Pink",synthetic blend,hand wash recommended,4.7,848,Out of Stock,All Season,Women,Adult,Trendy,"jeans, Ralph Lauren, Classic, fashion",False,Vietnam,2025-05-21
104,Gap Modern Jeans,Stylish jeans with regular fit design. Perfect for special events. Made from high-quality polyester. Hand Wash Recommended.,Fashion,Clothing,jeans,Gap,98.35,USD,"XS, S, L","Brown, Green, Pink, Red",leather,machine washable,4.2,1157,Limited Stock,All Season,Unisex,Kids,Business,"jeans, Gap, Casual, fashion",True,China,2024-09-23
105,Zara Classic Flats,Stylish flats with oversized design. Perfect for weekend outings. Made from high-quality denim. Dry Clean Only.,Fashion,Shoes,flats,Zara,379.68,USD,"12, 11, 7, 10, 9, 6","Navy, Beige, Blue, Black",cotton,dry clean only,4.5,1369,Out of Stock,Spring/Summer,Men,Teen,Trendy,"flats, Zara, Formal, fashion",True,China,2025-02-25
106,Zara Casual Sandals,Stylish sandals with relaxed fit design. Perfect for casual wear. Made from high-quality cotton. Machine Washable.,Fashion,Shoes,sandals,Zara,164.29,USD,"9, 5, 6, 7, 12, 8","Gray, White",leather,machine washable,4.7,780,In Stock,Fall/Winter,Unisex,Adult,Formal,"sandals, Zara, Urban, fashion",True,USA,2025-02-25
107,Levi's Casual Dresses,Stylish dresses with relaxed fit design. Perfect for casual wear. Made from high-quality silk. Dry Clean Only.,Fashion,Clothing,dresses,Levi's,295.26,USD,"XXL, L, S, XS","Red, Navy, Brown, White",leather,hand wash recommended,4.0,875,Limited Stock,Fall/Winter,Unisex,Teen,Formal,"dresses, Levi's, Urban, fashion",True,Vietnam,2025-07-14
108,Tommy Hilfiger Essential Heels,Stylish heels with regular fit design. Perfect for weekend outings. Made from high-quality linen. Delicate Cycle.,Fashion,Shoes,heels,Tommy Hilfiger,153.16,USD,"8, 7, 11, 9, 5, 10","Green, Brown, Pink, White, Beige",cotton,dry clean only,4.0,564,Limited Stock,Spring/Summer,Men,Teen,Trendy,"heels, Tommy Hilfiger, Urban, fashion",False,Italy,2025-03-11
109,Gap Urban Watches,Stylish watches with oversized design. Perfect for formal occasions. Made from high-quality synthetic blend. Dry Clean Only.,Fashion,Accessories,watches,Gap,553.74,USD,"12, 8, 11","White, Beige, Navy, Pink",polyester,delicate cycle,4.7,788,In Stock,Spring/Summer,Men,Teen,Trendy,"watches, Gap, Essential, fashion",False,USA,2025-07-13
110,Nike Urban Loafers,Stylish loafers with slim fit design. Perfect for business meetings. Made from high-quality linen. Dry Clean Only.,Fashion,Shoes,loafers,Nike,277.33,USD,"9, 12, 10, 8, 11","Gray, Brown, Pink, Black, Beige",synthetic blend,delicate cycle,4.4,428,In Stock,Fall/Winter,Women,Adult,Classic,"loafers, Nike, Modern, fashion",False,Turkey,2025-06-12
111,Adidas Premium Hats,Stylish hats with regular fit design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Accessories,hats,Adidas,130.66,USD,"8, 11, 5","Pink, Beige, Navy",synthetic blend,delicate cycle,3.9,702,In Stock,Spring/Summer,Men,Kids,Business,"hats, Adidas, Essential, fashion",False,USA,2025-07-27
112,Levi's Formal Scarves,Stylish scarves with slim fit design. Perfect for weekend outings. Made from high-quality cotton. Delicate Cycle.,Fashion,Accessories,scarves,Levi's,561.12,USD,"7, 10, 11, 5","Brown, Red",synthetic blend,dry clean only,3.6,498,In Stock,Spring/Summer,Men,Kids,Trendy,"scarves, Levi's, Vintage, fashion",True,Bangladesh,2025-08-05
113,H&M Signature Hats,Stylish hats with relaxed fit design. Perfect for formal occasions. Made from high-quality cotton. Machine Washable.,Fashion,Accessories,hats,H&M,223.92,USD,"9, 5, 7, 6, 10","Black, Green, Brown, Blue",denim,hand wash recommended,4.4,977,In Stock,Fall/Winter,Unisex,Kids,Casual,"hats, H&M, Essential, fashion",True,Vietnam,2025-04-16
114,Ralph Lauren Classic Jeans,Stylish jeans with regular fit design. Perfect for business meetings. Made from high-quality denim. Hand Wash Recommended.,Fashion,Clothing,jeans,Ralph Lauren,276.56,USD,"XL, M, S, XXL","Navy, Blue, Black",synthetic blend,dry clean only,4.1,1224,In Stock,All Season,Unisex,Teen,Classic,"jeans, Ralph Lauren, Classic, fashion",True,India,2024-11-28
115,Adidas Casual Bags,Stylish bags with oversized design. Perfect for casual wear. Made from high-quality polyester. Dry Clean Only.,Fashion,Accessories,bags,Adidas,267.35,USD,"9, 10, 8","Gray, Blue",wool,hand wash recommended,4.8,1024,In Stock,Spring/Summer,Women,Teen,Classic,"bags, Adidas, Signature, fashion",True,USA,2025-08-17
116,Levi's Classic Sandals,Stylish sandals with relaxed fit design. Perfect for weekend outings. Made from high-quality wool. Machine Washable.,Fashion,Shoes,sandals,Levi's,131.31,USD,"7, 9, 10, 11, 5, 8","Gray, Navy, Brown, Green",wool,machine washable,3.3,1271,Limited Stock,All Season,Women,Kids,Casual,"sandals, Levi's, Essential, fashion",True,India,2025-02-20
117,Zara Vintage Shorts,Stylish shorts with oversized design. Perfect for business meetings. Made from high-quality denim. Dry Clean Only.,Fashion,Clothing,shorts,Zara,256.46,USD,"XL, M, S, XXL, L, XS","Blue, Black, Pink",silk,delicate cycle,4.8,1351,Out of Stock,Spring/Summer,Women,Teen,Business,"shorts, Zara, Essential, fashion",True,India,2025-01-24
118,Ralph Lauren Classic Jewelry,Stylish jewelry with slim fit design. Perfect for business meetings. Made from high-quality silk. Dry Clean Only.,Fashion,Accessories,jewelry,Ralph Lauren,287.22,USD,"10, 8, 9, 5","Beige, White",silk,machine washable,4.2,1248,Out of Stock,Spring/Summer,Unisex,Kids,Casual,"jewelry, Ralph Lauren, Casual, fashion",False,India,2025-04-12
119,Gap Premium Blazers,Stylish blazers with tailored fit design. Perfect for formal occasions. Made from high-quality wool. Dry Clean Only.,Fashion,Clothing,blazers,Gap,49.38,USD,"L, XXL, S, M, XL, XS","Brown, Blue, Navy",linen,hand wash recommended,3.3,702,Out of Stock,All Season,Unisex,Teen,Formal,"blazers, Gap, Formal, fashion",True,USA,2024-09-01
120,Levi's Modern Sneakers,Stylish sneakers with slim fit design. Perfect for weekend outings. Made from high-quality polyester. Delicate Cycle.,Fashion,Shoes,sneakers,Levi's,106.54,USD,"6, 9, 8","Pink, Beige",synthetic blend,dry clean only,3.9,167,In Stock,All Season,Unisex,Kids,Trendy,"sneakers, Levi's, Casual, fashion",False,Bangladesh,2025-08-20
121,Calvin Klein Casual Sneakers,Stylish sneakers with regular fit design. Perfect for weekend outings. Made from high-quality linen. Hand Wash Recommended.,Fashion,Shoes,sneakers,Calvin Klein,163.2,USD,"7, 9, 10","Pink, Beige, Navy",silk,hand wash recommended,3.6,1139,In Stock,Spring/Summer,Women,Adult,Formal,"sneakers, Calvin Klein, Vintage, fashion",True,Italy,2025-01-11
122,Calvin Klein Formal Athletic Shoes,Stylish athletic shoes with slim fit design. Perfect for business meetings. Made from high-quality silk. Delicate Cycle.,Fashion,Shoes,athletic shoes,Calvin Klein,261.25,USD,"6, 12, 5, 7, 10","Pink, White, Beige",wool,delicate cycle,3.4,900,Limited Stock,Fall/Winter,Men,Adult,Casual,"athletic shoes, Calvin Klein, Classic, fashion",False,China,2024-09-27
123,Gap Formal Blazers,Stylish blazers with oversized design. Perfect for special events. Made from high-quality wool. Hand Wash Recommended.,Fashion,Clothing,blazers,Gap,243.69,USD,"XL, XXL, M, S, XS, L","Pink, Brown, Black, Green",linen,hand wash recommended,3.6,108,Limited Stock,All Season,Women,Adult,Classic,"blazers, Gap, Designer, fashion",True,China,2025-03-16
124,H&M Classic Hats,Stylish hats with regular fit design. Perfect for formal occasions. Made from high-quality synthetic blend. Hand Wash Recommended.,Fashion,Accessories,hats,H&M,398.09,USD,"12, 9, 7, 6, 10","Beige, Blue, Green, Pink, Gray",leather,dry clean only,4.0,315,Out of Stock,Spring/Summer,Unisex,Adult,Sporty,"hats, H&M, Urban, fashion",False,Vietnam,2025-06-27
