id,name,description,category,subcategory,brand,price,currency,rating,review_count,availability,features,tags,color,weight_kg,dimensions_cm,material,country_origin,warranty_months,eco_friendly,release_date,sku
72,Beyerdynamic QuietComfort 755,"Noise-cancelling headphones perfect for travel and focused listening. Featuring touch controls, comfortable fit, foldable design. ",Electronics,Headphones,Beyerdynamic,489.67,USD,3.3,2589,Limited Stock,"touch controls, comfortable fit, foldable design, voice assistant, quick charge","voice assistant, touch controls, Beyerdynamic, foldable design, quick charge, comfortable fit",Purple,19.4,116x97x62,Fabric,Japan,60,True,2025-06-14,BEY-HEA-000072
73,Shure SRH 830,"Professional-grade headphones for audiophiles and content creators. Featuring noise cancellation, comfortable fit, foldable design. ",Electronics,Headphones,Shure,228.1,USD,4.5,833,In Stock,"noise cancellation, comfortable fit, foldable design","foldable design, noise cancellation, comfortable fit, Shure",Blue,9.18,39x7x80,Glass,Japan,24,False,2023-01-31,SHU-HEA-000073
74,West Elm Premium kitchen,"Practical home solution with contemporary aesthetic appeal. Featuring premium quality, versatile use, stylish appearance. Dimensions: 149x127x18cm. Crafted from ceramic.",Home & Garden,Home Decor,West Elm,537.78,USD,3.8,2117,In Stock,"premium quality, versatile use, stylish appearance, eco-friendly","versatile use, stylish appearance, premium quality, West Elm, eco-friendly",Red,12.1,108x105x85,Ceramic,USA,24,False,2024-06-01,WES-HOM-000074
75,Bose K 765,"Professional-grade headphones for audiophiles and content creators. Featuring touch controls, noise cancellation. ",Electronics,Headphones,Bose,328.26,USD,4.2,4738,In Stock,"touch controls, noise cancellation","noise cancellation, touch controls, Bose",Blue,14.85,25x26x13,Rubber,China,36,False,2025-04-17,BOS-HEA-000075
76,Sony DT 152,"Premium wireless headphones with superior sound quality and comfort. Featuring noise cancellation, touch controls, multipoint connection. ",Electronics,Headphones,Sony,593.68,USD,4.9,1299,In Stock,"noise cancellation, touch controls, multipoint connection, voice assistant, premium sound quality","Sony, multipoint connection, touch controls, noise cancellation, premium sound quality, voice assistant",Blue,4.55,22x5x79,Wood,USA,24,True,2023-02-13,SON-HEA-000076
77,Sony Pro 969,"Flagship smartphone with cutting-edge technology and premium design. Featuring face recognition, fingerprint sensor. ",Electronics,Smartphones,Sony,333.82,USD,3.3,2653,In Stock,"face recognition, fingerprint sensor","face recognition, Sony, fingerprint sensor",Green,15.5,12x32x96,Metal,Taiwan,12,True,2024-05-03,SON-SMA-000077
78,Alienware ZenBook 210,"Premium portable computer with exceptional performance and build quality. Featuring lightweight design, dedicated graphics, high resolution display. ",Electronics,Laptops,Alienware,2997.68,USD,4.0,3635,In Stock,"lightweight design, dedicated graphics, high resolution display, fast processor","Alienware, fast processor, lightweight design, dedicated graphics, high resolution display",Black,11.72,124x127x36,Glass,India,36,True,2025-03-11,ALI-LAP-000078
79,OnePlus Galaxy 673,"High-performance smartphone with exceptional battery life and display quality. Featuring OLED display, water resistant, 5G connectivity. ",Electronics,Smartphones,OnePlus,762.3,USD,4.3,664,Limited Stock,"OLED display, water resistant, 5G connectivity, fingerprint sensor","fingerprint sensor, 5G connectivity, water resistant, OLED display, OnePlus",Gray,17.45,113x77x64,Rubber,South Korea,24,True,2024-05-04,ONE-SMA-000079
80,IKEA Luxury furniture,"Designer piece that adds elegance and character to any space. Featuring space-saving, stylish appearance, functional design. Dimensions: 136x60x52cm. Crafted from fabric.",Home & Garden,Home Decor,IKEA,628.21,USD,4.5,1774,Limited Stock,"space-saving, stylish appearance, functional design, premium quality, versatile use","premium quality, versatile use, IKEA, functional design, stylish appearance, space-saving",Brown,17.87,23x81x95,Plastic,Germany,36,True,2025-07-21,IKE-HOM-000080
81,Williams Sonoma Modern decor accessories,"Designer piece that adds elegance and character to any space. Featuring affordable pricing, eco-friendly. Dimensions: 55x30x6cm. Crafted from ceramic.",Home & Garden,Home Decor,Williams Sonoma,166.34,USD,3.0,1371,In Stock,"affordable pricing, eco-friendly","Williams Sonoma, affordable pricing, eco-friendly",Black,1.52,124x75x88,Rubber,Taiwan,6,True,2024-10-30,WIL-HOM-000081
82,Beyerdynamic AirPods 615,"Noise-cancelling headphones perfect for travel and focused listening. Featuring premium sound quality, wireless connectivity, touch controls. ",Electronics,Headphones,Beyerdynamic,191.6,USD,3.9,4411,In Stock,"premium sound quality, wireless connectivity, touch controls, foldable design, noise cancellation","Beyerdynamic, wireless connectivity, noise cancellation, touch controls, premium sound quality, foldable design",Brown,2.56,65x125x55,Leather,China,6,False,2024-01-22,BEY-HEA-000082
83,Uniqlo Essential jackets,"Premium fashion item with attention to detail and quality craftsmanship. Featuring classic style, comfortable fit, durable construction. Made from high-quality denim. Available in sizes M-S-XXL.",Fashion,Clothing,Uniqlo,288.61,USD,4.5,4224,Limited Stock,"classic style, comfortable fit, durable construction, breathable fabric, versatile styling","classic style, breathable fabric, Uniqlo, versatile styling, durable construction, comfortable fit",Pink,19.36,21x84x23,Metal,Taiwan,6,False,2025-05-14,UNI-CLO-000083
84,Motorola Ultra 508,"Flagship smartphone with cutting-edge technology and premium design. Featuring multiple cameras, 5G connectivity. ",Electronics,Smartphones,Motorola,638.15,USD,3.2,1485,In Stock,"multiple cameras, 5G connectivity","multiple cameras, Motorola, 5G connectivity",Green,7.88,139x97x40,Rubber,South Korea,36,False,2024-06-12,MOT-SMA-000084
85,Calvin Klein Modern dresses,"Stylish and comfortable clothing perfect for everyday wear. Featuring versatile styling, easy care, classic style. Made from high-quality cotton. Available in sizes L-XXL-XL.",Fashion,Clothing,Calvin Klein,106.11,USD,4.3,580,In Stock,"versatile styling, easy care, classic style, stylish design","versatile styling, easy care, Calvin Klein, stylish design, classic style",Gray,5.12,139x138x28,Leather,USA,6,True,2024-01-07,CAL-CLO-000085
86,HP ROG 252,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring high resolution display, touchscreen, backlit keyboard. ",Electronics,Laptops,HP,2289.79,USD,3.5,1404,In Stock,"high resolution display, touchscreen, backlit keyboard, fast processor, long battery life","HP, high resolution display, touchscreen, backlit keyboard, long battery life, fast processor",Pink,11.05,135x148x41,Leather,India,36,True,2023-07-07,HP-LAP-000086
87,Levi's Premium outerwear,"Premium fashion item with attention to detail and quality craftsmanship. Featuring comfortable fit, modern design, durable construction. Made from high-quality silk. Available in sizes M-XL-L.",Fashion,Clothing,Levi's,187.54,USD,2.7,2786,In Stock,"comfortable fit, modern design, durable construction, easy care","durable construction, comfortable fit, Levi's, easy care, modern design",Pink,0.78,75x143x26,Fabric,Vietnam,36,True,2025-04-09,LEV-CLO-000087
88,Sennheiser ATH 752,"Premium wireless headphones with superior sound quality and comfort. Featuring foldable design, premium sound quality, voice assistant. ",Electronics,Headphones,Sennheiser,196.64,USD,3.3,4426,In Stock,"foldable design, premium sound quality, voice assistant","voice assistant, premium sound quality, foldable design, Sennheiser",Pink,10.23,97x113x55,Glass,Taiwan,60,False,2023-09-25,SEN-HEA-000088
89,Nike Modern shirts,"Contemporary design with classic appeal for modern lifestyle. Featuring versatile styling, comfortable fit, breathable fabric. Made from high-quality silk. Available in sizes XXL-L-M.",Fashion,Clothing,Nike,171.49,USD,3.4,1730,Limited Stock,"versatile styling, comfortable fit, breathable fabric","Nike, comfortable fit, breathable fabric, versatile styling",Gray,19.62,122x98x29,Fabric,Germany,60,True,2024-12-19,NIK-CLO-000089
90,Williams Sonoma Premium storage,"Designer piece that adds elegance and character to any space. Featuring modern design, easy assembly. Dimensions: 176x73x50cm. Crafted from wood.",Home & Garden,Home Decor,Williams Sonoma,852.36,USD,3.2,41,In Stock,"modern design, easy assembly","Williams Sonoma, modern design, easy assembly",Pink,14.77,105x139x7,Plastic,Japan,36,True,2024-10-10,WIL-HOM-000090
91,Nike Classic dresses,"Versatile wardrobe essential that combines style and functionality. Featuring durable construction, premium materials, all-season wear. Made from high-quality silk. Available in sizes XXL-XL-M.",Fashion,Clothing,Nike,250.39,USD,4.1,4763,In Stock,"durable construction, premium materials, all-season wear","all-season wear, durable construction, Nike, premium materials",Red,19.22,111x6x39,Plastic,Japan,36,False,2023-05-28,NIK-CLO-000091
92,IKEA Luxury bedding,"Modern home furnishing that combines style and functionality. Featuring space-saving, modern design, durable materials. Dimensions: 23x151x91cm. Crafted from glass.",Home & Garden,Home Decor,IKEA,468.89,USD,3.3,789,Limited Stock,"space-saving, modern design, durable materials, functional design","functional design, modern design, space-saving, IKEA, durable materials",Purple,17.23,34x108x64,Leather,China,60,False,2022-09-21,IKE-HOM-000092
93,Nokia Edge 833,"Premium mobile phone with professional-grade camera and fast performance. Featuring high refresh rate, OLED display. ",Electronics,Smartphones,Nokia,211.85,USD,4.1,4713,In Stock,"high refresh rate, OLED display","OLED display, high refresh rate, Nokia",Green,21.08,101x61x65,Ceramic,China,60,False,2023-04-13,NOK-SMA-000093
94,CB2 Premium bathroom,"Modern home furnishing that combines style and functionality. Featuring easy assembly, stylish appearance. Dimensions: 166x146x13cm. Crafted from fabric.",Home & Garden,Home Decor,CB2,554.34,USD,3.0,1541,Limited Stock,"easy assembly, stylish appearance","easy assembly, CB2, stylish appearance",Green,16.68,84x130x36,Ceramic,India,24,False,2022-12-31,CB2-HOM-000094
95,H&M Modern jackets,"Contemporary design with classic appeal for modern lifestyle. Featuring premium materials, all-season wear, breathable fabric. Made from high-quality wool. Available in sizes L-XS-XXL.",Fashion,Clothing,H&M,247.42,USD,3.2,3282,In Stock,"premium materials, all-season wear, breathable fabric","H&M, all-season wear, premium materials, breathable fabric",Red,3.76,56x44x79,Plastic,Taiwan,12,True,2024-06-12,H&M-CLO-000095
96,Huawei Edge 957,"Premium mobile phone with professional-grade camera and fast performance. Featuring wireless charging, fingerprint sensor. ",Electronics,Smartphones,Huawei,213.56,USD,3.6,1478,Out of Stock,"wireless charging, fingerprint sensor","wireless charging, Huawei, fingerprint sensor",Gray,6.14,36x12x55,Rubber,Germany,24,True,2025-01-07,HUA-SMA-000096
97,Samsung Galaxy 415,"High-performance smartphone with exceptional battery life and display quality. Featuring 5G connectivity, premium build, multiple cameras. ",Electronics,Smartphones,Samsung,1123.37,USD,4.6,2518,In Stock,"5G connectivity, premium build, multiple cameras","5G connectivity, multiple cameras, Samsung, premium build",Brown,12.61,78x85x82,Leather,South Korea,60,True,2023-09-11,SAM-SMA-000097
98,Wayfair Premium rugs,"Modern home furnishing that combines style and functionality. Featuring stylish appearance, premium quality, affordable pricing. Dimensions: 104x33x83cm. Crafted from wood.",Home & Garden,Home Decor,Wayfair,746.36,USD,5.0,2951,In Stock,"stylish appearance, premium quality, affordable pricing, durable materials, functional design","functional design, premium quality, durable materials, affordable pricing, stylish appearance, Wayfair",Yellow,20.85,55x25x100,Glass,Vietnam,6,True,2024-08-16,WAY-HOM-000098
99,West Elm Luxury bedding,"Designer piece that adds elegance and character to any space. Featuring functional design, versatile use, easy assembly. Dimensions: 131x198x40cm. Crafted from fabric.",Home & Garden,Home Decor,West Elm,849.58,USD,2.6,2566,Out of Stock,"functional design, versatile use, easy assembly","West Elm, easy assembly, versatile use, functional design",Brown,1.35,12x103x73,Ceramic,China,12,True,2022-09-20,WES-HOM-000099
100,ASUS Blade 525,"Versatile laptop perfect for business, gaming, and multimedia use. Featuring high resolution display, SSD storage, long battery life. ",Electronics,Laptops,ASUS,2625.63,USD,4.1,3085,In Stock,"high resolution display, SSD storage, long battery life, lightweight design","SSD storage, high resolution display, ASUS, long battery life, lightweight design",Purple,12.31,134x57x27,Leather,South Korea,60,True,2024-11-28,ASU-LAP-000100
101,Nike Premium accessories,"Premium fashion item with attention to detail and quality craftsmanship. Featuring modern design, durable construction. Made from high-quality polyester. Available in sizes XS-M-XL.",Fashion,Clothing,Nike,174.18,USD,2.6,867,In Stock,"modern design, durable construction","modern design, durable construction, Nike",Gray,20.26,48x72x91,Plastic,Germany,60,False,2024-07-20,NIK-CLO-000101
102,AKG QuietComfort 304,"High-fidelity audio experience with advanced driver technology. Featuring multipoint connection, comfortable fit, premium sound quality. ",Electronics,Headphones,AKG,141.99,USD,4.4,966,Limited Stock,"multipoint connection, comfortable fit, premium sound quality","multipoint connection, comfortable fit, AKG, premium sound quality",Green,13.48,67x106x68,Ceramic,Germany,60,False,2022-10-08,AKG-HEA-000102
103,Samsung Note 322,"Premium mobile phone with professional-grade camera and fast performance. Featuring OLED display, fingerprint sensor, premium build. ",Electronics,Smartphones,Samsung,1167.45,USD,3.9,977,Out of Stock,"OLED display, fingerprint sensor, premium build, multiple cameras, fast charging","premium build, fingerprint sensor, Samsung, fast charging, multiple cameras, OLED display",Green,20.84,61x69x69,Ceramic,South Korea,6,False,2024-06-09,SAM-SMA-000103
